profile,value_axis,fear_axis_weight,nt_mode,full_excess_irr,full_cost_vs_plain,full_avg_mult,first_half_excess_irr,first_half_cost_vs_plain,first_half_avg_mult,second_half_excess_irr,second_half_cost_vs_plain,second_half_avg_mult,robust
heavy_margin,dd_only,0.5,confirm,0.1,-1.33,1.231,0.16,-0.28,1.282,0.24,-0.83,1.181,0.16
heavy_margin,dd_only,0.5,parallel,0.05,-0.96,1.108,0.07,0.03,1.152,0.13,-0.47,1.064,0.07
heavy_margin,dd_only,0.6,observe,0.08,-1.15,1.193,0.13,0.0,1.244,0.22,-0.77,1.143,0.13
heavy_margin,dd_only,0.6,confirm,0.08,-1.08,1.199,0.12,0.05,1.246,0.24,-0.81,1.151,0.12
heavy_margin,dd_only,0.6,parallel,0.04,-0.79,1.092,0.04,0.16,1.131,0.11,-0.39,1.052,0.04
heavy_margin,dd70_erp30,0.3,observe,0.21,-2.13,1.306,0.37,-1.78,1.342,0.41,-1.22,1.269,0.37
heavy_margin,dd70_erp30,0.3,confirm,0.21,-2.06,1.311,0.36,-1.73,1.345,0.41,-1.22,1.276,0.36
heavy_margin,dd70_erp30,0.3,parallel,0.16,-1.95,1.161,0.29,-1.42,1.202,0.3,-0.95,1.12,0.29
heavy_margin,dd70_erp30,0.4,observe,0.18,-1.85,1.263,0.32,-1.43,1.296,0.38,-1.18,1.231,0.32
heavy_margin,dd70_erp30,0.4,confirm,0.18,-1.78,1.269,0.3,-1.38,1.299,0.39,-1.19,1.24,0.3
heavy_margin,dd70_erp30,0.4,parallel,0.13,-1.56,1.133,0.22,-0.92,1.171,0.25,-0.85,1.096,0.22
heavy_margin,dd70_erp30,0.5,observe,0.16,-1.63,1.226,0.27,-1.07,1.26,0.36,-1.1,1.192,0.27
heavy_margin,dd70_erp30,0.5,confirm,0.16,-1.57,1.231,0.25,-1.01,1.263,0.37,-1.12,1.2,0.25
heavy_margin,dd70_erp30,0.5,parallel,0.1,-1.17,1.11,0.16,-0.55,1.141,0.2,-0.69,1.078,0.16
heavy_margin,dd70_erp30,0.6,observe,0.14,-1.46,1.197,0.23,-0.7,1.235,0.32,-0.98,1.158,0.23
heavy_margin,dd70_erp30,0.6,confirm,0.13,-1.4,1.202,0.21,-0.65,1.239,0.34,-1.01,1.166,0.21
heavy_margin,dd70_erp30,0.6,parallel,0.07,-0.96,1.088,0.12,-0.34,1.118,0.15,-0.51,1.059,0.12
heavy_margin,dd50_erp50,0.3,observe,0.28,-2.48,1.317,0.48,-2.67,1.335,0.52,-1.45,1.298,0.48
heavy_margin,dd50_erp50,0.3,confirm,0.27,-2.42,1.321,0.47,-2.62,1.338,0.52,-1.43,1.303,0.47
heavy_margin,dd50_erp50,0.3,parallel,0.21,-2.14,1.169,0.38,-2.0,1.196,0.38,-1.14,1.142,0.38
heavy_margin,dd50_erp50,0.4,observe,0.24,-2.16,1.27,0.41,-2.21,1.288,0.47,-1.35,1.251,0.41
heavy_margin,dd50_erp50,0.4,confirm,0.24,-2.11,1.274,0.4,-2.16,1.291,0.48,-1.35,1.257,0.4
heavy_margin,dd50_erp50,0.4,parallel,0.17,-1.76,1.139,0.32,-1.51,1.165,0.32,-0.98,1.114,0.32
heavy_margin,dd50_erp50,0.5,observe,0.2,-1.77,1.234,0.34,-1.59,1.253,0.43,-1.26,1.215,0.34
heavy_margin,dd50_erp50,0.5,confirm,0.2,-1.71,1.239,0.33,-1.54,1.256,0.44,-1.28,1.222,0.33
heavy_margin,dd50_erp50,0.5,parallel,0.13,-1.32,1.113,0.23,-0.98,1.135,0.27,-0.85,1.092,0.23
heavy_margin,dd50_erp50,0.6,observe,0.16,-1.56,1.2,0.28,-1.07,1.229,0.37,-1.07,1.17,0.28
heavy_margin,dd50_erp50,0.6,confirm,0.16,-1.5,1.205,0.26,-1.02,1.232,0.38,-1.11,1.179,0.26
heavy_margin,dd50_erp50,0.6,parallel,0.09,-1.0,1.09,0.16,-0.58,1.111,0.2,-0.64,1.069,0.16
heavy_margin,dd30_erp70,0.3,observe,0.36,-3.02,1.347,0.63,-3.73,1.354,0.64,-1.63,1.339,0.63
heavy_margin,dd30_erp70,0.3,confirm,0.35,-2.98,1.349,0.63,-3.72,1.355,0.63,-1.61,1.343,0.63
heavy_margin,dd30_erp70,0.3,parallel,0.26,-2.34,1.184,0.46,-2.63,1.196,0.47,-1.35,1.172,0.46
heavy_margin,dd30_erp70,0.4,observe,0.29,-2.37,1.286,0.5,-2.82,1.29,0.57,-1.51,1.281,0.5
heavy_margin,dd30_erp70,0.4,confirm,0.29,-2.33,1.289,0.5,-2.79,1.291,0.56,-1.5,1.286,0.5
heavy_margin,dd30_erp70,0.4,parallel,0.21,-1.92,1.145,0.37,-1.95,1.161,0.38,-1.13,1.129,0.37
heavy_margin,dd30_erp70,0.5,observe,0.24,-1.97,1.241,0.42,-2.12,1.251,0.48,-1.32,1.231,0.42
heavy_margin,dd30_erp70,0.5,confirm,0.23,-1.92,1.245,0.41,-2.09,1.253,0.48,-1.33,1.237,0.41
heavy_margin,dd30_erp70,0.5,parallel,0.16,-1.48,1.118,0.28,-1.35,1.134,0.32,-0.94,1.102,0.28
heavy_margin,dd30_erp70,0.6,observe,0.19,-1.59,1.206,0.33,-1.45,1.22,0.42,-1.18,1.191,0.33
heavy_margin,dd30_erp70,0.6,confirm,0.19,-1.54,1.211,0.32,-1.4,1.223,0.43,-1.22,1.198,0.32
heavy_margin,dd30_erp70,0.6,parallel,0.11,-1.05,1.095,0.18,-0.78,1.11,0.25,-0.77,1.081,0.18
heavy_margin,erp_only,0.3,observe,0.42,-3.26,1.393,0.74,-4.77,1.372,0.73,-1.72,1.414,0.73
heavy_margin,erp_only,0.3,confirm,0.42,-3.24,1.395,0.74,-4.76,1.374,0.73,-1.71,1.417,0.73
heavy_margin,erp_only,0.3,parallel,0.32,-2.69,1.22,0.55,-3.55,1.219,0.57,-1.43,1.222,0.55
heavy_margin,erp_only,0.4,observe,0.37,-2.81,1.331,0.65,-3.92,1.317,0.67,-1.64,1.345,0.65
heavy_margin,erp_only,0.4,confirm,0.37,-2.78,1.333,0.64,-3.91,1.318,0.67,-1.63,1.348,0.64
heavy_margin,erp_only,0.4,parallel,0.26,-2.13,1.169,0.44,-2.7,1.168,0.48,-1.28,1.17,0.44
heavy_margin,erp_only,0.5,observe,0.3,-2.11,1.266,0.52,-2.92,1.252,0.58,-1.47,1.281,0.52
heavy_margin,erp_only,0.5,confirm,0.29,-2.08,1.269,0.52,-2.9,1.254,0.58,-1.46,1.285,0.52
heavy_margin,erp_only,0.5,parallel,0.2,-1.69,1.13,0.34,-1.94,1.135,0.38,-1.07,1.125,0.34
heavy_margin,erp_only,0.6,observe,0.23,-1.7,1.214,0.41,-2.05,1.211,0.48,-1.3,1.217,0.41
heavy_margin,erp_only,0.6,confirm,0.23,-1.66,1.218,0.4,-2.03,1.213,0.49,-1.32,1.223,0.4
heavy_margin,erp_only,0.6,parallel,0.14,-1.19,1.102,0.23,-1.2,1.108,0.31,-0.87,1.096,0.23
